Video_Content,Published_Date,Video_Length,Liked_Count,Comment_Count,Shared_Count,Product_Count,Video_URL
妈耶！谁能拒绝牛仔背带裙呀！减龄显身材！搭配白上衣青春十足！#穿搭 #谁穿谁好看 #背带裙 #英伦,2023-03-19 23:40:15,8秒,53621,3619,17744,,https://www.douyin.com/share/video/7212282593025297716?
简约高级，谁穿都帅。#看得见的高品质 #面料超级舒服 #舒适透气又凉快 #宽松版型 #胖瘦都能穿,2023-03-27 00:26:22,19秒,53586,1371,4997,,https://www.douyin.com/share/video/7214892057691802895?
扎丸子头边上总是露出秃的地方，室友说补补就行，是不是很有效果呀姐妹们#发际线粉,2023-03-19 14:40:00,22秒,53561,6068,25059,,https://www.douyin.com/share/video/7212111426230471973?
“我懂你养家辛苦，你知我持家不易。” 我们都很辛苦，只有双向奔赴，才有意义...#膜法世家抗初老,2023-03-09 18:04:28,4分24秒,53284,2375,11631,,https://www.douyin.com/share/video/7208461050834931000?
清凉显瘦！三件不同版型的小衣服~希望姐妹喜欢哦#ootd穿搭 #dfashion风格企划 #高级感穿搭,2023-04-14 15:27:32,4分47秒,53255,1452,2242,,https://www.douyin.com/share/video/7221803873491569978?
没眉毛也无所谓！反正它会出手！#植村秀砍刀眉笔 #化妆干货 #美妆,2023-03-05 12:00:16,2分26秒,53052,234,784,,https://www.douyin.com/share/video/7206163377599679796?
如果可以 我希望天天见 #迪奥小姐花漾淡香水 #为爱绽放 #氛围感,2023-03-01 21:19:59,31秒,53051,391,1619,,https://www.douyin.com/share/video/7205561444044229892?
多少人和我一样，因为体态，长上了颈纹...#体态矫正  #双a醇颈霜,2023-03-27 21:00:36,2分39秒,52980,404,986,,https://www.douyin.com/share/video/7215182482252123452?
要多漂亮才算漂亮？希望大家接受自己！一起自信起来努力越变越好！#拒绝容貌焦虑 #女生 #斯维诗水光瓶,2023-03-02 17:00:10,1分30秒,52903,1057,2133,,https://www.douyin.com/share/video/7204750217659288866?
"VLOG|春日游，桃花吹满头|普拉提+拳击课|又见湘湖~
#vlog日常 #卡诗微米双萃凝露#春游",2023-03-05 18:01:55,3分17秒,52875,681,1133,,https://www.douyin.com/share/video/7206969370977865021?
这个粉饼是下凡来普度众生的吧？！爱到海枯石烂！！#香蕉粉饼#essence粉饼#定妆,2023-02-22 18:01:12,1分41秒,52868,452,3611,,https://www.douyin.com/share/video/7202556581634936101?
你们觉得这个发型最适合谁？#水母头  #发型  #第二代欧莱雅大金瓶 #洗发即护发,2023-03-16 17:45:52,1分45秒,52802,240,1878,,https://www.douyin.com/share/video/7211056716719410492?
夏季浅色系牛仔裤就是它了！还没选到心仪的姐妹~看看咯#dfashion风格企划 #夏季穿搭,2023-03-24 14:41:35,4分54秒,52753,1456,1802,,https://www.douyin.com/share/video/7213999055326776580?
我发誓！这个价位！这效果！除了它，真的找不到第二个好用的美容仪了#美容仪 #初普奇迹s #射频美容仪 #TriPollar初普,2023-03-06 12:00:06,2分11秒,52735,160,821,,https://www.douyin.com/share/video/7207030355168185632?
涂完就可以直接出门的防晒隔离来咯~轻松打造素颜大美女！#纽西之谜防晒隔离 #素颜 #防晒,2023-03-12 11:00:54,1分5秒,52699,1132,6214,,https://www.douyin.com/share/video/7208412433700883768?
干敏皮如何花小钱办大事？修护+抗老我已经说烦咯#精华 #修护抗老精华 #抗老精华 #梦妆红小胖精华,2023-03-03 18:02:26,1分33秒,52696,435,4855,,https://www.douyin.com/share/video/7206234093720227131?
#热门#感谢抖音,2023-02-25 00:13:51,14分44秒,52692,659,8546,,https://www.douyin.com/share/video/7203756293293755705?
谁还没有这个高颜值的#墨镜  便携而且近视眼也能轻松变身墨镜啦#好物推荐  #墨镜一戴谁也不爱,2023-03-10 11:39:20,13秒,52625,1156,8196,,https://www.douyin.com/share/video/7208757051604979004?
柔顺警告！沙发姐妹绝对别放过，1分钟get丝绸发！不顺找我#欧莱雅PRO瞬顺发膜  #护发秘籍  #38必买,2023-02-24 17:30:39,2分25秒,52512,373,665,,https://www.douyin.com/share/video/7203605946650660133?
试纱当天发现老公竟是癞蛤蟆，这套身体乳真是嫩到家啦#凡士林 #凡士林特护身体乳 #身体乳,2023-03-01 17:00:25,1分55秒,52269,198,1034,,https://www.douyin.com/share/video/7205054757256416544?
个位数的小众香水被室友夸爆了！！！#香水 #香水控 #学生党平价安利,2023-03-31 21:56:02,10秒,52269,1594,2366,,https://www.douyin.com/share/video/7216708810163899663?
三招让一个男生对我”上头“#第二代欧莱雅大金瓶 #顺滑 #洗发即护发,2023-03-24 19:51:55,1分35秒,52230,935,1380,,https://www.douyin.com/share/video/7214065387556654397?
我的姐妹全是美女，也是酒仙，土匪#美co在韩国 #慕苏美容仪#让我们一起变美 #vlog日常 #做精致女人,2023-03-12 19:00:23,4分57秒,52145,762,894,,https://www.douyin.com/share/video/7209234274183073056?
夏天 的真正较量开始啦！#黄黑皮  姐妹们必入的身体#素颜霜 逆袭#冷白皮 从头到脚！#晴田身体素颜霜,2023-03-06 19:03:30,45秒,52103,102,6575,,https://www.douyin.com/share/video/7207387154010410297?
不是人间油物刷不到这条 #科颜氏果冻高保湿 #控油 #科颜氏果冻面霜,2023-03-28 17:01:11,1分27秒,51943,562,1899,,https://www.douyin.com/share/video/7215149255760137533?
没想到#00后 也要开始用这玩意儿了，老国货真的没有让我失望………#痘痘 #闭口#黑头粉刺 #男女通用,2023-03-17 18:22:58,16秒,51889,2760,4292,,https://www.douyin.com/share/video/7211458698772794682?
护发使者卡诗，再不下手就真来不及了！！#三八女神节#卡诗#卡诗微米双萃洗发凝露#卡诗洗发水涨价,2023-03-06 22:08:47,3分6秒,51758,377,1652,,https://www.douyin.com/share/video/7207383543910026552?
奈弟说你叫我爸爸我就答应了哈哈哈@WIS星品,2023-04-11 18:30:47,1分25秒,51750,392,1695,,https://www.douyin.com/share/video/7220037018728942885?
头皮精华朕甚是喜爱，爱卿们记住养发都给我先养好头皮#希思黎睿秀#钛黑瓶#护发如护肤#护发分享#头发,2023-03-09 17:00:46,1分42秒,51736,479,873,,https://www.douyin.com/share/video/7208121407102930208?
森系甜美的小裙子谁能拒绝啊！真的好少女啊！搭双小白鞋就超哇塞的！#谁穿谁好看 #神仙裙子 #春天的第一条仙女裙,2023-03-23 08:09:25,7秒,51699,8504,14123,,https://www.douyin.com/share/video/7213527074202471718?
全家都爱用的护肤好物，30+宝妈的安全感来自这里~#雅婷的vloglife,2023-03-31 18:00:41,1分46秒,51676,376,290,,https://www.douyin.com/share/video/7216200672503516477?
懒人连衣裙合集！3秒光速出门~穿搭不烦恼#dfashion风格企划 #夏季穿搭 #高级感穿搭,2023-03-11 09:00:00,4分28秒,51640,1366,2588,,https://www.douyin.com/share/video/7208888362181201213?
主要就是不好意思 #今日分享,2023-03-21 19:32:31,28秒,51603,2201,5489,,https://www.douyin.com/share/video/7212960950540963105?
莫？护理角质还能温和？就这么简单？#takami #takami小蓝瓶 #角质护理,2023-02-21 20:41:38,1分17秒,51593,157,536,,https://www.douyin.com/share/video/7202562717704523048?
属于夏天的冰丝裤来啦#ootd穿搭 #夏季新款 #显高显瘦显腿长 #胖瘦都能穿 #男女同款,2023-03-30 09:21:24,12秒,51529,2608,11449,,https://www.douyin.com/share/video/7216143240062340387?
不买后悔一年！买卡诗做天仙美女！#卡诗自在瓶 #卡诗自在净屑精华 #去屑洗发水 #头皮精华 #卡诗自在系列,2023-02-24 21:21:04,2分13秒,51455,886,1156,,https://www.douyin.com/share/video/7203673795758935352?
只要你想远离猕猴桃女孩儿，就来给我试试这个脱毛刀#脱毛#脱毛神器#吉列维纳斯芦荟刀,2023-03-05 17:01:01,1分24秒,51396,415,388,,https://www.douyin.com/share/video/7206623237990599968?
护发界老大好卷！卡诗又放大招了！#卡诗   #卡诗微米双萃洗发凝露  #头皮清洁  #控油洗发水  #控油蓬松,2023-02-27 16:59:03,1分58秒,51298,819,2764,,https://www.douyin.com/share/video/7204739114648800568?
红苹果妹妹千万别划走，刷到就是赚到#理肤泉B5面膜 #修护 #熬夜 @理肤泉,2023-02-22 17:00:05,1分16秒,51272,114,827,,https://www.douyin.com/share/video/7202202335802658059?
明明年龄不大，但爹味十足…？#欧莱雅男士紧致套装 #男生护肤 #洁面 #水乳推荐,2023-03-22 18:23:54,2分15秒,51155,310,2054,,https://www.douyin.com/share/video/7212839930442026301?
哇！这件T恤也太好穿了吧！面料舒适柔软！上身显瘦百搭！单穿打底都好好看！姐妹们快冲！#谁穿谁好看 #短袖t恤 #已经开始期待夏天了,2023-03-22 22:01:04,9秒,51139,2545,7284,,https://www.douyin.com/share/video/7213370334500670754?
五分钟被晒伤的事你们都体会过吧~身体防晒不能懒啊！#凡士林小金伞#硬核防晒 #平价防晒 #户外防晒 #身体防晒,2023-03-03 17:01:28,1分55秒,51129,101,593,,https://www.douyin.com/share/video/7205987204374596897?
一白遮百丑，小东西有点东西，整个皮肤质感给我直接拉到满！#问题灵魂 #问题灵魂身体素颜霜 #热门 #好物种草,2023-03-20 18:26:59,2分29秒,51092,2250,5303,,https://www.douyin.com/share/video/7212566676150226231?
还有人在问抗衰能不能尝试早C晚A？我只能说早用早享受#科颜氏早C晚A#跨越断崖式衰老,2023-02-25 17:09:33,2小时50分5秒,51022,257,1071,,https://www.douyin.com/share/video/7203989858228931855?
终于找到了心仪的#抓夹 清冷感真的很绝#头饰发饰 #鲨鱼夹 #美出高级感,2023-03-22 22:08:02,13秒,51014,2301,23659,,https://www.douyin.com/share/video/7213372127125179682?
男生的变帅成本简直太低了，大油田也能逆袭男高中生？#洁面 #护肤 #油敏肌 #妮维雅油敏肌洗面奶,2023-02-27 18:36:12,1分13秒,50995,158,847,,https://www.douyin.com/share/video/7204744538345311520?
你分得清汉子茶和女汉子的区别吗？#内容过于真实#剧情#欧莱雅小金管  #欧莱雅小刘鸭 #防晒,2023-02-26 19:30:27,1分35秒,50987,2542,3638,,https://www.douyin.com/share/video/7204082297857920314?
已经不想和没有唐魅可春夏限定气垫的人玩了，这个包装也太好看了吧！#气垫 #tommark唐魅可 #唐魅可金白绷带,2023-03-23 18:26:39,1分29秒,50789,854,2324,,https://www.douyin.com/share/video/7213668348784151867?
男生变帅成本真的很低 来瓶定型足够了,2023-03-24 20:02:59,17秒,50768,1652,6554,,https://www.douyin.com/share/video/7214082068886736162?
平价开挂的防晒来了！！#平价防晒 #欧莱雅小金管  #欧莱雅小金管防晒  #欧莱雅小刘鸭  #防晒,2023-02-24 17:51:40,2小时59分1秒,50756,1234,1221,,https://www.douyin.com/share/video/7203641758884826426?
“心有缱绻，望若初见，用爱的嘉奖来肯定那个他”#碧欧泉蓝钻,2023-02-25 18:36:47,46秒,50755,1141,1653,,https://www.douyin.com/share/video/7204016350514187555?
哇！我是怎么挖到这个六边型战士的！扁塌头直接上岸！#卡诗 #卡诗微米双萃洗发凝露 #头皮清洁 #控油蓬松,2023-02-28 18:51:01,1分54秒,50676,532,1487,,https://www.douyin.com/share/video/7205143117824036136?
多少人觉得20几岁不用抗老？#护肤 #抗老 #精华推荐 #三八女神节礼物 #三八女神节,2023-03-07 17:01:33,2分36秒,50499,444,1612,,https://www.douyin.com/share/video/7207670666764520759?
搞内卷这套还得是您最会，用下来真分不清是千元还是平价了，38节日赶紧安排一下#抗老 #38女王节 #护肤,2023-03-06 17:01:02,1分19秒,50442,452,349,,https://www.douyin.com/share/video/7207069682392780089?
夏天的较量已经偷偷开始 容易出汗的姐妹可以备点这个#香氛止汗露 口红大小 随时随地都能涂#姐妹们这小东西太绝了,2023-03-28 19:21:20,8秒,50426,1302,6860,,https://www.douyin.com/share/video/7215555673180917024?
我们要回国了,2023-04-07 13:28:16,2分1秒,50326,2149,319,,https://www.douyin.com/share/video/7219175530644426042?
家人们，又是一个梦想与现实分离的早晨！哈哈哈哈哈哈哈哈哈呕#不怕晒晒不怕   #美肤宝防晒,2023-03-01 22:39:50,2分22秒,50309,709,1059,,https://www.douyin.com/share/video/7205578425220730150?
通通闪开，洁面界强哥驾到！清洁、卸妆、养肤它全占！#洁面#护肤#prmr芙莉美娜 #芙莉美娜小金蜜,2023-03-05 11:00:07,1分33秒,50172,273,993,,https://www.douyin.com/share/video/7206681566699900219?
“嫩学”秘籍，谁还不是18岁呢#AHC三抗精华水 #天猫小黑盒#护肤#好物分享#抗初老,2023-02-22 18:01:09,1分59秒,50060,1031,475,,https://www.douyin.com/share/video/7202542759436127549?
用过n瓶精华，论抗老还得是它！#38女王节 #护肤,2023-03-07 18:01:47,1分36秒,50030,529,449,,https://www.douyin.com/share/video/7207706843781647651?
谁能拒绝一双住在星河里的眼睛！#UD牛郎色眼影#闪片眼影#眼影推荐#UD,2023-02-26 18:30:11,1分45秒,50005,641,1569,,https://www.douyin.com/share/video/7204329348600483128?
这是花仙子本仙吗#翡翠气垫,2023-03-13 11:40:53,59秒,49938,979,569,,https://www.douyin.com/share/video/7209548473610374452?
2023年宝港新款太阳镜，男女同款，轻、清、防紫外线。,2023-03-11 10:21:48,43秒,49844,916,479,,https://www.douyin.com/share/video/7209108194428276023?
用了就不想换！晒不黑密码被你玩明白了#防晒 #欧莱雅小金管 #欧莱雅小金管防晒 #欧莱雅小刘鸭,2023-02-23 18:00:13,1分43秒,49767,497,5569,,https://www.douyin.com/share/video/7202165050709151016?
新刷子！！！！我的新宝贝！！！#美妆 #美妆 #刷子 #新手化妆教程,2023-04-15 19:59:13,4分7秒,49723,1097,1598,,https://www.douyin.com/share/video/7222223217505717543?
梦回巴黎氨基酸洗发水，幻想玫瑰香水同款香型，持久留香，750毫升大容量，七天无理由，赠送运费险，七天内打开用了，有任何不满意，都可以退。#洗发水 #洗发水推荐,2023-02-27 20:49:32,56秒,49674,1429,665,,https://www.douyin.com/share/video/7204816948343934269?
vlog之没有工作的一天，好好做个护理吧#美容仪 #gemo金茉奢华美容仪,2023-03-28 18:13:02,2分43秒,49563,609,489,,https://www.douyin.com/share/video/7215506979664481593?
#二代棉底钢丝短袜 #透气舒适不臭脚 #不起球不勾丝,2023-03-06 16:19:52,13秒,49548,435,6037,,https://www.douyin.com/share/video/7207345023807999290?
霸道总裁和富家千金强强联手，组合重拳出击，从里到外让你焕然一新！#搞笑 #热门 #好物种草,2023-04-08 18:00:29,3分3秒,49546,3101,2538,,https://www.douyin.com/share/video/7219590539790830885?
答应我，奶茶开开心心的喝，皮肤认认真真的养~#悦诗风吟抛光精华 #仙女必备 #种草 #好物推荐🔥,2023-02-28 18:35:45,1分32秒,49499,246,5299,,https://www.douyin.com/share/video/7205137899476569402?
个位数的可爱手提包！快喊饭搭子来一人一个#我可真会买 #学生党必备 #手提袋,2023-03-17 16:00:24,7秒,49427,5631,4992,,https://www.douyin.com/share/video/7211421952647400719?
穿三年的尖头拖鞋！出镜率超级高滴半拖~升级回来啦#dfashion风格企划 #配饰分享,2023-03-04 09:00:00,5分27秒,49386,1679,1764,,https://www.douyin.com/share/video/7206304511210622267?
显瘦百搭，弹力超大，再也不怕掉裆 质量我就不多说了  #显瘦穿搭  #初春穿搭 #鲨鱼裤  #百搭神裤,2023-03-11 08:24:01,12秒,49343,73508,312217,,https://www.douyin.com/share/video/7209077817886248253?
"实在不敢相信blankme是这么个妆效？！你是怎么火这么久的！
#气垫 #blankme气垫 #测评",2023-03-18 11:00:43,1分53秒,49288,428,2806,,https://www.douyin.com/share/video/7211029573906009404?
文案：啧 漂亮#欲点儿咋了,2023-03-12 16:49:13,1分59秒,49216,2512,12441,,https://www.douyin.com/share/video/7209579059284561213?
直男看不出来的快速出门约会妆，5min搞定！#自然堂隔离霜 #双效特证隔离 #素颜神器,2023-03-23 17:00:54,1分58秒,49126,84,1970,,https://www.douyin.com/share/video/7212549711272742200?
洗了头才敢见粉丝～这是一个评论区有很多照片的粉丝见面会～@墨雪旗舰店,2023-03-22 15:02:24,1分44秒,49114,553,283,,https://www.douyin.com/share/video/7213256150152727808?
约会前20分钟女生都在干嘛，1分钟100种精神状态的一天  #凡士林钻石霜 #身体素颜霜 #情侣日常,2023-04-12 17:00:11,1分29秒,49109,217,728,,https://www.douyin.com/share/video/7221065504763563321?
没想到防晒衣穿起来也能这么好看！！@波司登 太懂夏天了#波司登骄阳防晒衣 #不怕水洗持久防晒,2023-03-24 18:00:57,1分17秒,49086,109,741,,https://www.douyin.com/share/video/7213938675263032610?
抗老好物推荐，在家就能用的奢华美容仪！#gemo金茉奢华美容仪,2023-04-08 12:00:42,3分9秒,48984,439,490,,https://www.douyin.com/share/video/7219275715424881975?
附上试用报告，敏感肌必须要知道的事情！进阶成为健康皮！ #敏感肌 #IPSA自律水乳 #IPSA自律舒缓水乳,2023-02-27 12:04:05,2小时32分40秒,48820,128,751,,https://www.douyin.com/share/video/7204069433457921320?
拜托了，请大数据一定要把这条推给所有的姐妹们！#好物推荐 #女性护理#邦护,2023-03-08 10:00:44,1分31秒,48793,573,1712,,https://www.douyin.com/share/video/7207695868999372093?
一直囤货一直香，谁能不爱啊~#面膜  #补水  #淡纹 #修护  #欧莱雅玻色因安瓶面膜  #38女王节,2023-03-02 14:35:51,1分33秒,48747,795,2256,,https://www.douyin.com/share/video/7205804718625410363?
盛夏神裤合集！下装烦恼的姐妹~这集可以参考哦#dfashion风格企划 #夏季穿搭,2023-03-10 14:55:01,5分30秒,48730,1118,1659,,https://www.douyin.com/share/video/7208807485619064123?
#头饰发饰 #发圈头绳 #高马尾抓夹 #鲨鱼夹 #侧边夹,2023-03-03 06:29:08,15秒,48656,2914,13285,,https://www.douyin.com/share/video/7206079544007118138?
女孩子已经开始内卷#遮阳防晒 了 这个抽绳速干#渔夫帽 防晒颜值双双在线又很#显脸小,2023-03-24 22:20:43,15秒,48529,1084,11919,,https://www.douyin.com/share/video/7214117555168988416?
硬核焊妆喷雾，换季不脱妆有它就够了！#测评  #UD定妆喷雾  #底妆,2023-02-24 20:50:39,2分1秒,48503,526,2603,,https://www.douyin.com/share/video/7203656610919501111?
夏天都来了！身体护理要安排上行程了！用心测评你们放心～#凡士林#凡士林特护身体乳#身体乳,2023-02-28 22:29:07,2分15秒,48346,158,636,,https://www.douyin.com/share/video/7205158108723776806?
啊啊啊！牛仔套装真的太太太太辣辣！快问问闺蜜要不要一起穿！#ootd穿搭 #闺蜜穿搭 #辣妹穿搭,2023-03-01 10:47:09,8秒,48199,4507,9912,,https://www.douyin.com/share/video/7205403869973646629?
一年365天都在用的宝藏洁面！全家人都抢着用！#洁面 #迪奥睡莲洁面 #护肤,2023-03-05 18:00:30,1分39秒,48098,98,770,,https://www.douyin.com/share/video/7205859781716790568?
护发达人带你解锁卡诗自由！还不冲起来！ #卡诗自在瓶 #卡诗自在净屑精华 #去屑洗发水 #卡诗自在系列,2023-02-25 10:32:08,1分32秒,47949,877,1662,,https://www.douyin.com/share/video/7203735202399669508?
我那个对亲密过敏的朋友｜听说每一个女孩子身边都有一个这样帅帅的女生…#女王节 #太真实了,2023-03-06 18:06:57,1分20秒,47925,2648,2296,,https://www.douyin.com/share/video/7207284049742761227?
《雕，陪我去机场》———我主打的就是一个陪伴，各位，要照顾好自己！#帅帅的雕#内容过于真实#欧莱雅男士紧致套装,2023-03-21 17:30:42,2分20秒,47793,2422,2507,,https://www.douyin.com/share/video/7212885518089014586?
用真正好用的护肤品，坚持精简护肤，养出好皮肤！！#养肤神器#护肤#烟酰胺,2023-03-09 16:08:13,37秒,47789,63,4179,,https://www.douyin.com/share/video/7208455291812302092?
春天不就得拥有这条贼拉百搭的小黑裤#西装裤  #高级感穿搭 #显高显瘦显腿长,2023-03-12 11:05:08,8秒,47779,919,9011,,https://www.douyin.com/share/video/7209490382944537913?
🐰#casetify #casetify手机壳 #对镜拍,2023-03-07 19:19:15,16秒,47764,743,2116,,https://www.douyin.com/share/video/7207749332911672632?
男生其实只需要稍微打扮一下就可以很帅#美妆 #男士素颜霜,2023-03-02 15:57:50,25秒,47761,1554,4652,,https://www.douyin.com/share/video/7205854999681813818?
姐妹们，偷偷告诉你们，爱情里的保鲜剂除了相互信任，最重要的是需要生活的情调，学会选对一款狠狠拿捏老公的香水，又高贵又气质，满满的格调，很难让人不爱！怎么闻都闻不够，不信你试试🥰#香……版本过低，升级后可展示全部信息,2023-03-30 20:51:32,34秒,47751,1305,697,,https://www.douyin.com/share/video/7216321098307177760?
一起来参观下我的小小工程～#护肤,2023-03-29 17:00:11,1分19秒,47642,439,1244,,https://www.douyin.com/share/video/7215462532608249140?
5小时暴晒实测！今年第一支户外防晒测评来了！#凡士林小金伞 #硬核防晒 #平价防晒 #户外防晒 #身体防晒,2023-03-04 12:00:35,1分12秒,47560,485,871,,https://www.douyin.com/share/video/7206318858599157053?
有钱没钱的聪明人会选的，低成本高效率王炸一家#精简护肤  #欧莱雅,2023-03-02 17:00:22,1分51秒,47493,506,1273,,https://www.douyin.com/share/video/7205539396156706106?
全网无平替！让UD眼影点亮你的春日出游妆！#UD牛郎色眼影 #UD眼影 #春日妆容,2023-03-04 16:00:30,1分52秒,47488,414,1261,,https://www.douyin.com/share/video/7206287812486827322?
《人油脸不油》#室友#男士护肤#男士洁面,2023-03-05 18:00:31,1分38秒,47487,909,2447,,https://www.douyin.com/share/video/7206167092071091495?
工作996，脸蛋可不能再被cpu，打工人选的水光四象限水乳搭配法，让你轻松拥有水光透嫩肌~#悦薇水乳  #护肤,2023-03-27 17:30:59,1分37秒,47350,898,4793,,https://www.douyin.com/share/video/7211390037940784421?
家人们，卸妆护肤真的不想动，这种走捷径的方法我怎么才发现！#女生#好物分享#种草#prmr芙莉美娜 #芙莉美娜小金蜜,2023-03-05 17:23:45,1分13秒,47350,390,983,,https://www.douyin.com/share/video/7206920967329811751?
我每天脑袋里想的都是：怎么能再白一点～#全身美白#身体乳,2023-03-07 20:50:39,2分58秒,47298,1316,1470,,https://www.douyin.com/share/video/7207766513699261757?
不挑肤色穿搭！夏日粉色系衬衫搭配分享~#高级感穿搭 #又美又飒 #dfashion风格企划,2023-03-18 09:00:00,3分52秒,47290,987,1896,,https://www.douyin.com/share/video/7211479888077917443?
我原本也是手捧真心，但从它屡次不被珍惜之后，就变得无所谓了。@KONO官方旗舰店,2023-04-20 20:08:04,4分40秒,47228,854,1376,,https://www.douyin.com/share/video/7224041338944212280?
为什么妆会脱 我教你们怎么打好底妆 放心的去玩#底妆   #持妆    #柏瑞美定妆喷雾,2023-03-23 20:01:02,2分17秒,47219,5324,3078,,https://www.douyin.com/share/video/7213657439676288312?
谁说胖女孩不能穿幂式穿搭半身裙啊?#显瘦百搭#显高#防走光,2023-03-21 18:00:00,26秒,47155,974,10946,,https://www.douyin.com/share/video/7212813556310445371?
恭喜你，成功击败99%的送礼观众！这套礼盒里子面子全给你赚足！#礼盒#送礼,2023-02-25 18:00:20,2分25秒,47044,120,1015,,https://www.douyin.com/share/video/7203339705713249591?
涂裸色调容易踩雷的姐妹，有“口”福了#兰蔻菁纯裸唇釉 #兰蔻275,2023-03-22 18:00:55,3分8秒,46754,2074,9094,,https://www.douyin.com/share/video/7213232264065338662?
简单三股辫也可以编个甜美的发型#儿童编发 #编发教程,2023-04-03 10:13:59,17秒,46751,1010,8404,,https://www.douyin.com/share/video/7217641125279042849?
9点9 两份 额饰【金色+银色】异域风#簪娘,2023-03-08 17:30:45,10秒,46736,2504,4296,,https://www.douyin.com/share/video/7208105476498722048?
这真的是有点儿东西，感谢它，快三十的我，有幸没有成为油腻男#护肤,2023-02-26 18:48:15,2小时1分17秒,46731,287,973,,https://www.douyin.com/share/video/7204347520334433574?
不会还有人分手了，还记得女朋友的生理期吧？#七度空间萌睡裤   #安睡裤 @七度空间官方旗舰店,2023-04-07 17:00:41,2分43秒,46598,925,7641,,https://www.douyin.com/share/video/7218941467052559671?
#蜜蜡脱毛 #专业男士理发馆 #这家店回头客超多 宁夏大哥，搞笑版全集！,2023-03-15 19:06:30,5分13秒,46531,28071,95090,,https://www.douyin.com/share/video/7210727742973726010?
日常中式怎么穿？淡雅安然  新中式旗袍穿搭分享#dfashion风格企划 #新中式穿搭 #高级感穿搭,2023-04-07 14:18:10,4分29秒,46493,1421,3388,,https://www.douyin.com/share/video/7219188285132786982?
小黄刻意扮丑，疯疯癫癫的形象，背后到底隐藏了多少心酸#疯狂小杨哥直播回放 #红绿灯的黄 #防晒霜 #防晒,2023-03-24 08:20:00,2分1秒,46181,721,2513,,https://www.douyin.com/share/video/7213819452868037943?
所有黄气姐妹看过来，闭眼入不用考虑的精华，必须是它！#38女王节 #精华 #闭眼入,2023-03-04 17:25:12,1分13秒,46178,441,451,,https://www.douyin.com/share/video/7206263950088932663?
不会还有腰细的姐妹，没有这个牵手小熊收腰扣吧，可爱又精致！#收腰神器#仙女必备#收腰纽扣,2023-03-15 22:06:25,9秒,46172,6361,19270,,https://www.douyin.com/share/video/7210774125848038713?
防晒搓泥闷痘？那是因为你防晒没有选对！#新碧小蓝帽 #防晒推荐 #物理防晒 #拯救敏感肌 #曼秀雷敦防晒,2023-03-17 18:01:11,2分6秒,46127,167,802,,https://www.douyin.com/share/video/7208470489428135228?
悟了悟了，原来敏感肌洗脸也要分肤质，难怪之前皮肤越洗越差！#护肤#妮维雅油敏肌洗面奶,2023-02-24 17:01:08,2分20秒,46020,512,3298,,https://www.douyin.com/share/video/7203558002627071270?
头屑吸尘器来啦！去屑就选卡诗自在瓶#卡诗自在瓶 #卡诗自在净屑精华 #去屑洗发水 #头皮精华 #卡诗自在系列,2023-02-25 10:32:48,1分46秒,45936,793,1737,,https://www.douyin.com/share/video/7203751835734215996?
