Video_Content,Published_Date,Video_Length,Liked_Count,Comment_Count,Shared_Count,Product_Count,Video_URL
#原神 印象风编织手绳出新角色款啦！快来挑选一条戴着它迎接夏天吧~#雷电将军 #枫原万叶 #胡桃 #魈 #优菈 #阿贝多,2023-03-07 12:08:39,21秒,45932,6076,4404,,https://www.douyin.com/share/video/7207651314891869500?
世界冠军@HXC黄雪辰  的快速出门好物！#花西子小黛伞  省时更省心 #防晒  #底妆,2023-03-14 12:00:01,34秒,45825,188,156,,https://www.douyin.com/share/video/7209966224753593637?
驾车两小时，就为这一口西昌烤全鸡！皮脆肉嫩又多汁，简直太满足了#烤鸡#好好吃饭#Za隔离霜#全国烧烤来上分,2023-04-14 16:50:55,4分7秒,45819,2621,6882,,https://www.douyin.com/share/video/7221756744089816353?
爱是说到做到，而不是空口承诺，大饼吃多了，终究会腻。@墨雪旗舰店 #墨雪洗发水,2023-04-11 20:02:15,4分48秒,45668,678,1593,,https://www.douyin.com/share/video/7220722406019714315?
想拥有人见人夸的网感妆容，得先学会有效定妆 #essence粉饼 #香蕉粉饼 #定妆 #平价粉饼,2023-02-25 18:00:10,1分17秒,45648,327,448,,https://www.douyin.com/share/video/7202124466942463271?
敏感肌那些婆娘们！防晒+养肤要一步到位！#自然堂防晒霜#防晒#自然堂防晒小金伞#好物分享#敏感肌,2023-03-06 19:57:49,1分27秒,45533,292,602,,https://www.douyin.com/share/video/7207384746240888125?
#好看的睡衣都在这里 #少女心#可爱到爆炸💥 三件套来了，尝鲜体验,2023-03-06 08:19:17,5秒,45514,8663,21051,,https://www.douyin.com/share/video/7207221151456709899?
10双袜子够懒人换着穿了，棉的还吸汗，情侣款！薅羊毛啦！#袜子 #哎呦喂你袜子真好看 #很哇塞的袜子 #情侣款 #船袜,2023-03-06 16:31:44,11秒,45408,1045,5001,,https://www.douyin.com/share/video/7207348089105960195?
夏季马甲怎么穿？夏日时髦进阶穿搭分享~#dfashion风格企划 #高级感穿搭 #夏季穿搭,2023-03-31 13:30:34,3分40秒,45316,1086,1695,,https://www.douyin.com/share/video/7216578256106048772?
当代篮球人的消费观，这说的是不是你？#服饰种草官 #运动穿搭 #美式穿搭,2023-04-16 11:31:25,48秒,45300,778,1528,,https://www.douyin.com/share/video/7222485197537709350?
岳麓山暴晒一天实测防晒！想要狂晒不黑晒不伤，看这里！#凡士林小金伞#硬核防晒#平价防晒#户外防晒#身体防晒,2023-03-03 17:01:07,1分50秒,45246,245,1022,,https://www.douyin.com/share/video/7205823723570597175?
“一梳到底”的瀑布发get了，真的有那么丝滑~#第二代欧莱雅护发精油#椰油护发#养发护发,2023-03-09 10:00:30,59秒,45122,230,5036,,https://www.douyin.com/share/video/7208178481325215036?
控油修护一把抓，好学生奖大红花～能力在线的大佬！#热门 #搞笑 #好物种草,2023-03-03 18:00:22,2分44秒,45069,1119,1603,,https://www.douyin.com/share/video/7205780405356694842?
别再乱脱毛了，按姐的来，感受一下啥叫无痛脱毛！#薇婷#抖音电商超级品牌日#脱毛#护肤,2023-03-07 17:30:43,1分44秒,44935,410,8764,,https://www.douyin.com/share/video/7207347274140093757?
不要后悔你做过的每个选择，对与错，都是最好的安排！#迪奥睡莲洁面 #野球帝Courtman#ChaseTheMoment,2023-03-04 12:00:24,2分19秒,44749,603,1227,,https://www.douyin.com/share/video/7205806568049298703?
拍照不求人系列之一个人野餐怎么拍出好看的照片#凡士林身体乳 #凡士林果酸身体乳,2023-04-15 18:00:47,1分23秒,44748,3828,5152,,https://www.douyin.com/share/video/7222141685516537123?
正确涂抹防晒！避开这些误区，这个夏天不晒黑#享自在无惧光#防晒霜,2023-03-12 12:01:00,1分56秒,44737,563,985,,https://www.douyin.com/share/video/7208853491467554051?
花游冠军@HXC黄雪辰  都在用的#定妆 好物#花西子玉养空气蜜粉 ，还不快为自己备一只~,2023-03-14 12:05:01,37秒,44729,174,201,,https://www.douyin.com/share/video/7209966423513255205?
补一次妆等于补一次防晒的粉饼，磨皮控油细腻服帖，姐夸累了。#夏日必备 #定妆,2023-03-18 15:26:04,48秒,44594,3547,6390,,https://www.douyin.com/share/video/7211784200083475712?
卷出新高度！人生必买美容仪就选它！#极萌大熨斗  #极萌射频仪  #美容仪 #种草,2023-03-07 18:30:02,2分3秒,44590,387,621,,https://www.douyin.com/share/video/7207737900836998456?
干皮狂喜！换皮级底妆，防蹭防水防高温，这DW是真能打！#DW粉底液 #谁是持妆大王 #持妆不假妆 #粉底测评,2023-03-10 21:34:36,2分18秒,44525,302,464,,https://www.douyin.com/share/video/7208884411465551142?
这个高级感柔雾底妆逢人必夸，什么叫做越夜越美丽！这就是！#古驰持妆出色现场 #古驰美妆 #古驰玩妆粉底液,2023-02-27 11:00:50,1分31秒,44518,253,1161,,https://www.douyin.com/share/video/7204343461468736828?
替你们试过啦，恢复白白还是有点东西的~#美肤宝小白瓶#光果甘草小白瓶#不怕晒晒不怕,2023-03-06 19:51:19,1分46秒,44493,239,4253,,https://www.douyin.com/share/video/7207383490621590845?
夏季T恤合集！自在闲适  少年感~！#dfashion风格企划 #T恤 #夏季穿搭,2023-03-26 09:00:00,3分41秒,44387,1192,1543,,https://www.douyin.com/share/video/7214413390679133497?
夏季T恤合集！这些都是盛夏天刚需款哦~#dfashion风格企划 #夏季穿搭 #T恤,2023-03-12 09:00:00,5分16秒,44219,1230,1357,,https://www.douyin.com/share/video/7209228106853272870?
自从用了dw，我都不知道脱妆是什么东西！重要场合还得是dw！#雅诗兰黛DW粉底液 #DW粉底液 #谁是持妆大王,2023-02-27 18:00:52,1分55秒,44154,387,1697,,https://www.douyin.com/share/video/7204725917803957504?
sorry咯，腋毛腿毛手毛你们pua不了我了，体毛们，姐自信爆了#护肤 #脱毛膏 #夏日必备,2023-02-24 17:00:45,2小时9分21秒,44090,447,987,,https://www.douyin.com/share/video/7202795323582975269?
这个夏天依旧要做最亮的，冬天没捂白的姐妹赶紧安排上这个#烟酰胺身体乳无忧无虑的穿吊带短裙！#逆袭#变白,2023-03-05 00:08:03,16秒,43969,87,3484,,https://www.douyin.com/share/video/7206723390294527291?
是果冻吗？酵色唇冻你怎么把人家唇膜活干了！,2023-03-01 21:05:14,56秒,43931,1026,9211,,https://www.douyin.com/share/video/7205555172305636608?
女神节礼物来啦#三八女神节礼物 #女神节礼物 #三八节礼物 #送闺蜜,2023-03-03 17:51:18,58秒,43864,14490,6319,,https://www.douyin.com/share/video/7206255341867109671?
理肤泉B5霜！它真的很懂敏皮想要什么！#理肤泉#理肤泉B5修复霜#干敏皮,2023-02-27 16:55:29,1分3秒,43855,794,1758,,https://www.douyin.com/share/video/7204749410373291322?
但凡早点知道这个，也不至于困扰多年,2023-03-27 10:32:33,9秒,43845,36,24235,,https://www.douyin.com/share/video/7215048316675968294?
头发爱出油，是因为你不会洗头#看见闪光她力量 #满婷 #洗发水,2023-02-24 19:10:04,1分12秒,43780,3325,1970,,https://www.douyin.com/share/video/7203576720564309303?
手残必备！新手也能解锁根根分明野生眉！#植村秀砍刀眉笔 #野生眉,2023-02-28 20:16:32,2分39秒,43775,406,1857,,https://www.douyin.com/share/video/7205169067471277315?
终于找到一款扎马尾也好看的#丸子头 #抓夹 了，搭公主裙好美，#蝴蝶结 #头饰发饰 #发型教程,2023-03-29 17:35:28,12秒,43767,839,4822,,https://www.douyin.com/share/video/7215899423795105076?
痘痘反复下不去？一定是忽略了它！#痘痘肌  #护肤  #肆无肌惮清爽不痘留  #雅漾C位精华,2023-04-04 20:52:05,1分27秒,43759,270,2146,,https://www.douyin.com/share/video/7218154971857046822?
百元定妆喷雾哪家强，请大数据把我推给要买定妆喷雾的美女！！！#测评#红黑榜#植村秀小黑胶定妆喷雾#定妆喷雾,2023-02-22 18:48:04,2分44秒,43744,311,676,,https://www.douyin.com/share/video/7202897659777092919?
熬夜脸有救了！！赶走松垮！嫩出新高度！兰蔻菁纯面霜！还得是你！#兰蔻菁纯面霜#抗老#兰蔻,2023-04-16 17:00:48,1分39秒,43731,535,2289,,https://www.douyin.com/share/video/7222286990736231717?
视频中相关内容在@海飞丝头皮护理官方号直播中，呀！支楞起来了！这条赶紧推给100个细软塌油头姐妹！#海飞丝海藻洗发水 #洗发水,2023-02-23 22:04:26,1分47秒,43695,337,1214,,https://www.douyin.com/share/video/7203314289149594891?
油皮会超满意的防晒！我先冲了！太爱了#欧莱雅小银管#防晒#好物分享,2023-03-06 20:57:45,2分40秒,43688,360,1238,,https://www.douyin.com/share/video/7207402427501399300?
视频中相关内容在@海飞丝头皮护理官方号直播中，油扁塌没关系，我会出手！温和控油的洗发水来咯~ #海飞丝海藻洗发水 #控油洗发水#海飞丝,2023-02-23 18:00:15,1分28秒,43667,239,367,,https://www.douyin.com/share/video/7202491002890784038?
看似一个快递都不是我的，但老婆是我的，所以快递也都是我的。#情侣日常#拆快递,2023-02-25 12:01:57,1分49秒,43632,1705,6017,,https://www.douyin.com/share/video/7203756029522300172?
#飞织网面鞋 #男鞋推荐 #跑步鞋 #透气舒适 听我的真的很舒服,2023-03-20 20:37:59,13秒,43516,670,10841,,https://www.douyin.com/share/video/7212606761545501964?
不信百元买奢牌，我被欧莱雅啪啪打脸#38节买什么 #抖音38女王节 #抗老精华,2023-03-08 12:44:38,1分36秒,43505,509,1589,,https://www.douyin.com/share/video/7208012728688987452?
补水控油都想搞定？臣妾这里有一计~#油皮 #补水 #面霜 #科颜氏果冻面霜,2023-04-02 17:00:15,1分17秒,43473,285,547,,https://www.douyin.com/share/video/7216598462047980858?
老板故意针对员工，居然是因为……#欧莱雅20霜,2023-04-06 17:40:05,3分4秒,43399,388,1698,,https://www.douyin.com/share/video/7218850047046307127?
我们都是彼此最偏爱的小孩 但他也值得自己专属的礼物🎁 #水动力水乳 #碧欧泉男士 #碧欧泉水动力,2023-02-26 18:00:54,1分7秒,43302,1211,2808,,https://www.douyin.com/share/video/7204322042735250722?
完美主义护发挑剔者的心动之选，哪个幸运儿啊？……#希思黎睿秀 #钛黑瓶 #护发如护肤 #头发 #护发养发,2023-03-10 17:00:29,1分48秒,43182,137,927,,https://www.douyin.com/share/video/7208553610597240098?
女生#春夏 出门别忘戴一顶#遮阳帽 ！孤形帽檐很修饰脸型！#渔夫帽 #穿搭 #帽子,2023-03-06 20:43:39,15秒,43156,1094,9104,,https://www.douyin.com/share/video/7207413024976571704?
防晒肤感全拿捏，小银管你别太卷呐！#防晒霜 #欧莱雅小银管 #油皮防晒,2023-02-28 18:40:54,2小时16分56秒,43155,217,1215,,https://www.douyin.com/share/video/7205108197403659581?
28天真实打卡测评，亮亮 紧致毛孔 淡纹 修护 竟然一瓶都行！#烟酰胺 #三抗一护 #宝拉绝绝紫精华,2023-02-26 18:04:52,1分15秒,43137,192,6486,,https://www.douyin.com/share/video/7204363472681831738?
维持美丽的小秘密 #HBN早C晚A,2023-03-21 18:34:46,1分38秒,43102,509,2534,,https://www.douyin.com/share/video/7212902559734877480?
分享女艺人化妆间里的小秘密 #拍摄花絮 #御泥坊微800精华#护肤,2023-03-04 18:01:10,1分51秒,43072,1230,223,,https://www.douyin.com/share/video/7206533420938267939?
100棉棉T12.99太便宜了姐妹们,2023-03-07 09:35:34,38秒,42988,1318,4023,,https://www.douyin.com/share/video/7207611927026060581?
这外套太好看了，老公穿一周都舍不得脱，百搭显瘦显年轻，不挑年龄身材！#男装 #夹克外套 #衬衫,2023-03-24 21:48:05,17秒,42941,414,7850,,https://www.douyin.com/share/video/7214109149464988960?
高腰收腹，不紧不勒不卷边#高腰收腹提臀裤 #穿出自信穿出美丽 #大码女装,2023-03-20 01:07:04,48秒,42828,96343,335041,,https://www.douyin.com/share/video/7212304866700430596?
蓬松，显发量，颅顶增高，显脸小！10分钟快速卷发教程，宝妈也能轻松拿捏少女氛围！！#卷发教程 #VODANA卷发棒,2023-03-03 17:01:15,1分35秒,42821,280,556,,https://www.douyin.com/share/video/7205834416956984632?
登门拜访001|最早批出道的美妆博主认真少女_颜九，新家大公开！什么限量盲盒要卖5000+啊？！#探家 #美妆,2023-03-17 18:01:15,2分44秒,42753,875,605,,https://www.douyin.com/share/video/7211389533919743291?
好好洗脸真的很重要！最近很火的山茶花洗面奶它到底好不好用？？#测评 #洁面慕斯 #洗脸奶,2023-04-09 14:28:22,48秒,42744,655,1052,,https://www.douyin.com/share/video/7219933204176768316?
哪个美少女唇周还是一嘴毛啊？！这样涂口红真的不好看！！#脱唇毛 #脱毛,2023-03-10 14:13:52,15秒,42713,3776,3239,,https://www.douyin.com/share/video/7208796893751643448?
一次两毛，洗出一千人羡慕的高颅顶？！#油头 #控油蓬松 #高颅顶@KONO官方旗舰店,2023-03-29 16:30:58,1分44秒,42583,221,1246,,https://www.douyin.com/share/video/7215830604464573751?
闭口反复、上妆卡粉？快试它，嫩回初恋脸！#变美#面膜#brlab双酸面膜,2023-03-06 17:00:31,1分38秒,42496,144,998,,https://www.douyin.com/share/video/7205455086489799992?
#蜜蜡脱毛 #这家店回头客超多 #专业男士理发馆  大叔说：这体验感足足的，满意而归！,2023-03-21 18:53:28,1分10秒,42330,24684,116124,,https://www.douyin.com/share/video/7212950906088770877?
夏天想出去玩儿又怕晒黑？无所谓，它会出手！#防晒 #欧莱雅小金管,2023-03-16 17:01:16,1分43秒,42299,377,2259,,https://www.douyin.com/share/video/7211013226220244280?
遇到贴贴霜！卡粉斑驳都得靠边站！！#底妆 #妆前 #好物分享,2023-04-04 09:00:00,1分55秒,42259,1312,3455,,https://www.douyin.com/share/video/7217747625129282871?
#我要上热门 早春衣柜里怎么能少得了一件#螺纹背心 呢，不管单穿还是搭配外套都很好看～关键百搭，显瘦还遮肉肉#谁穿谁好看 #穿搭 #面料柔软舒适 @DOU+小助手 @DOU+上热门,2023-03-01 16:02:39,17秒,42236,2377,9537,,https://www.douyin.com/share/video/7205485143178480928?
它真的牢牢把维稳修护这块给拿捏住了#法国希思黎会员节#全能乳液升级版#希思黎全能乳液,2023-04-06 17:00:09,1分31秒,42236,308,1844,,https://www.douyin.com/share/video/7218136261083630904?
《省钱之道》#染发欧莱雅精油染#染发,2023-03-03 17:54:42,1分43秒,42224,592,563,,https://www.douyin.com/share/video/7206226284366597409?
嘶哈嘶哈#穿搭 #绫天生丝滑,2023-04-02 21:56:59,9秒,42209,395,4105,,https://www.douyin.com/share/video/7217451204526312736?
"姐妹们,这瓶粉底液真的有点东西!doll感妆容全靠它#DW粉底液#谁是持妆大王#持妆不假妆#杨幂仿妆",2023-02-24 20:18:18,2分26秒,42176,584,1006,,https://www.douyin.com/share/video/7203669316846374159?
一盘搞定全脸瑕疵还不用调色，这个遮瑕我真的服了！ #tfit遮瑕  #测评  #遮瑕神器,2023-03-10 17:30:55,1分15秒,42155,148,650,,https://www.douyin.com/share/video/7208469363022662949?
为了测这支防晒，我竟然赚了2万！！？？#曼秀雷敦金装新碧小金帽#防晒#种草,2023-03-07 18:01:38,1分51秒,42147,617,1195,,https://www.douyin.com/share/video/7207701472635686203?
《满分遮瑕手法拆解》——换个遮瑕 #PL看不见遮瑕,2023-03-16 20:00:14,2分49秒,42119,6971,5720,,https://www.douyin.com/share/video/7210615846996184381?
这种自在的快乐谁懂啊！有了它，我真的能睡一个好觉了。#自在少女感#七度空间萌睡裤#安睡裤@七度空间官方旗舰店,2023-02-28 20:28:46,1分25秒,41996,223,9491,,https://www.douyin.com/share/video/7205146802805443898?
想要看起来年轻，把紫外线都给我防死了！#防晒#兰蔻小白管,2023-03-03 17:01:34,1分51秒,41980,958,3487,,https://www.douyin.com/share/video/7205802620273954107?
建议所有姐妹都来试试这个狐系 #假睫毛 简直打开我新视界的大门，新中式妆容吊系狐狸眼这不就来啦 #眼妆 #平价,2023-04-20 12:08:42,25秒,41913,2079,14098,,https://www.douyin.com/share/video/7223979137101303077?
猕猴桃女孩快来报道！就这小玩意儿一涂一抹一擦，毛毛就没了#脱毛 #acemiss脱毛膏,2023-03-29 11:00:56,39秒,41820,1202,5184,,https://www.douyin.com/share/video/7215549928800636220?
海飞丝又整新活？这次可是王炸！#海飞丝专研 #海飞丝 #洗发水 #去屑,2023-03-08 16:00:19,1分21秒,41799,713,2437,,https://www.douyin.com/share/video/7207733741488262437?
有些国货表面老实卖鱼，背地里早就手握sci研发小紫瓶了… #自然堂小紫瓶,2023-02-27 19:30:34,1分26秒,41778,647,864,,https://www.douyin.com/share/video/7204717486632209722?
毛毛星人也能拥有牛奶肌，一刮就没！脱毛原来这么简单！！！#脱毛 #刮毛刀 #吉列维纳斯芦荟刀 #种草,2023-04-08 20:27:27,1分9秒,41718,81,529,,https://www.douyin.com/share/video/7219635246784990501?
发量秘籍，给你的秃头闺蜜来一份！#欧莱雅生姜洗发水 #护发 #头发比心 #秃头女孩,2023-03-05 17:01:03,1分8秒,41669,100,546,,https://www.douyin.com/share/video/7206734263436201277?
为什么不让前夫哥给大宝买房。今天我来告诉你们为什么,2023-03-12 12:17:49,3分35秒,41654,1634,356,,https://www.douyin.com/share/video/7209509175452273975?
水乳买对不买贵！保湿水乳大哥大还得是它！轻轻松松get水光肌！#水乳推荐 #护肤 #好物分享 #肌研水乳,2023-02-23 17:00:25,1分19秒,41642,193,898,,https://www.douyin.com/share/video/7202539722600680763?
卡其色系耐看又显白,2023-03-21 21:19:02,6秒,41499,3331,9957,,https://www.douyin.com/share/video/7212988425429880125?
怪不得00后闺蜜喜欢穿月子袜，这糯叽叽的感觉真的太舒服啊！！#月子袜 #无骨袜 #袜子 #ootd穿搭 #谁穿谁好看,2023-03-01 09:46:09,10秒,41467,832,5827,,https://www.douyin.com/share/video/7205388126569778444?
这是底妆还是胶水? 咋给我焊脸上了? ? #胶水底妆 #不脱妆,2023-03-07 17:00:36,1分47秒,41455,1540,4403,,https://www.douyin.com/share/video/7207630882721598776?
吊带和海边就是顶配！做好身体护理，大胆的露胳膊露腿真的很美~#妮维雅双管身体精华#身体护理#夏日好物,2023-03-05 17:01:10,1分39秒,41423,268,1061,,https://www.douyin.com/share/video/7206699375245004092?
这短袖T桖真心好穿！上身真的很显瘦！面料柔软适中！单穿或者打底都很好看！！姐妹们快冲！#内搭外穿都好看 #百搭爆款 #开春搭配,2023-03-15 10:49:18,9秒,41307,1990,5261,,https://www.douyin.com/share/video/7210599606248328451?
3分钟get顺滑瀑布发，能教一个是一个！在家做沙龙级头发护理是真的香！#欧莱雅黄金发膜 #发膜推荐 #护发,2023-03-02 17:00:10,1分55秒,41295,332,1895,,https://www.douyin.com/share/video/7204835824754658619?
防晒值高颜值也高！@波司登 不愧是大哥！  #波司登骄阳防晒衣 #不怕水洗持久防晒,2023-03-24 16:00:06,1分19秒,41283,322,868,,https://www.douyin.com/share/video/7212889971668176189?
39.9就能拿下3支嫩妹唇釉！不要太值好吗！#唯姿唇釉 #口红试色,2023-03-08 17:49:25,54秒,41282,1268,3714,,https://www.douyin.com/share/video/7208110296894901519?
敏肌烂脸急救，请你24小时内一定给它一个机会！#修护#好物推荐#理肤泉 #理肤泉b5修复霜,2023-03-01 19:33:06,2小时21分12秒,41281,151,1184,,https://www.douyin.com/share/video/7205526309496311092?
谁说我不会跳舞。今天我就把我的才艺展示给你看看,2023-03-30 06:01:43,1分27秒,41264,4545,512,,https://www.douyin.com/share/video/7216091725255773500?
又大又快又猛!懒人新手都友好！美容仪再也不闲置了#一熨上扬极速周到 #周冬雨同款极萌美容仪 #极萌大熨斗美容仪,2023-04-07 18:01:08,3分13秒,41253,1089,1501,,https://www.douyin.com/share/video/7219197679908195642?
女神节有效送礼，直接打在她的心巴上~#自然堂粉钻玫瑰#护肤#抗老#太空育种玫瑰,2023-03-01 17:00:17,1分7秒,41198,810,831,,https://www.douyin.com/share/video/7204738406956535074?
你要一直做我的月亮，做那个照亮我的人。#膜法世家纱布面膜 #水杨酸面膜,2023-03-16 17:00:13,2分38秒,41194,379,1205,,https://www.douyin.com/share/video/7210292103115590969?
男生也能瞬间精致，告别厚重“毛裤”！这个夏天的清爽是TA带来的～#薇婷男士专用脱毛膏 #脱毛膏 #薇婷,2023-04-17 17:01:14,1分23秒,41159,133,979,,https://www.douyin.com/share/video/7222895576487136523?
肤感好还能抗老，这防晒空瓶了这么多，好不好用还用我说？#兰蔻小白管 #防晒,2023-03-21 17:00:42,1分53秒,41107,176,5314,,https://www.douyin.com/share/video/7212867940343876925?
为什么越来越多的人支持国货？@墨雪旗舰店  #财经林妹妹,2023-03-26 18:00:15,3分18秒,41099,2520,2298,,https://www.douyin.com/share/video/7214764403822955810?
准宝妈的小妙招，提前上车不怕产后头顶焦虑 #欧莱雅生姜洗发水 #护发,2023-03-05 22:04:15,53秒,41070,101,543,,https://www.douyin.com/share/video/7207053991404997922?
啥裙子胖女生穿了直呼绝绝子,2023-03-20 19:40:00,28秒,41062,1046,8526,,https://www.douyin.com/share/video/7212436730484395323?
不用化妆品 男生也能实现一键换脸！#护肤 #男生护肤,2023-03-29 17:00:01,1分24秒,40952,160,226,,https://www.douyin.com/share/video/7214328722575363360?
视频里是小号哦#这也太可爱了吧 #一件也是批发价 #包包推荐 #是时候安排一下了,2023-04-11 11:49:55,24秒,40932,10783,18483,,https://www.douyin.com/share/video/7220634540740545853?
原来这就是年入千万女人身上的味道！#香氛身体乳 #香水 #丝芙格芮,2023-02-25 18:00:39,1分58秒,40912,517,1105,,https://www.douyin.com/share/video/7203925464577035581?
痘痘遇上它那都得麻溜收拾包袱撤！#祛痘#丝菲兰斯#护肤,2023-03-13 11:13:43,1分27秒,40857,477,690,,https://www.douyin.com/share/video/7209504849803676983?
宇宙无敌大波浪人设～ #坏女人 #韩式卷发#vodana,2023-03-03 17:01:31,2分50秒,40794,412,1132,,https://www.douyin.com/share/video/7206204791733685504?
大表姐来给小姑子拿的裤子，小姑子表示开心的很呐😄@抖音小助手,2023-03-31 12:36:34,27秒,40770,1851,505,,https://www.douyin.com/share/video/7216564635334380840?
换季用#旁氏米粹洁面泡泡 让毛孔畅享米粹泡泡浴！#旁氏米粹洗面奶#米粹泡泡浴#干敏皮洁面#三八女王节,2023-03-02 18:01:12,1分44秒,40756,170,418,,https://www.douyin.com/share/video/7205767789188107572?
#妮维雅双管身体精华 维稳、嫩滑双管齐下！像护理脸蛋一样护理身体！！#妮维雅,2023-03-03 18:00:11,1分33秒,40746,484,342,,https://www.douyin.com/share/video/7205801458544037181?
果然能打败欧莱雅的只有欧莱雅！#护肤 #精华推荐,2023-03-03 19:10:35,1分20秒,40720,159,5289,,https://www.douyin.com/share/video/7206250530904034560?
今天在仓库发现了好多好的产品，于是我赶紧去找李总，虽然谈判的过程很艰辛，但是为了大家能用到好的，再累我都认为是值得的#仓库实拍 #好物推荐🔥,2023-03-27 18:21:49,2分15秒,40709,2062,1376,,https://www.douyin.com/share/video/7215169241928961292?
但凡早点知道这个，也不至于困扰孩子这么多年,2023-04-14 13:03:49,9秒,40645,35,20845,,https://www.douyin.com/share/video/7221751206698388797?
三招美白经验！今年夏天偷偷变白惊艳所有人#美白#好物种草#美肤宝小白瓶#光果甘草小白瓶#不怕晒晒不怕,2023-03-05 18:57:09,1分57秒,40635,695,2356,,https://www.douyin.com/share/video/7206987069011348739?
1份钱搞定早C晚A，效果大伙直接看！#精简护肤 #早c晚a,2023-03-22 15:08:05,1分42秒,40578,4906,2543,,https://www.douyin.com/share/video/7212833754606308660?
推两年了！如果夏天让我去户外只带一只防晒，那必然是这个#防晒 #变美 #测评 #兰蔻小白管,2023-03-29 19:09:22,1分45秒,40568,349,1118,,https://www.douyin.com/share/video/7215884653050203432?
美妆博主和品牌爸爸的battle有多卷？943的新品防晒这次太过分了！#943沁爽轻薄防晒乳 #种草,2023-03-07 11:00:04,1分20秒,40533,268,1349,,https://www.douyin.com/share/video/7207269123003256120?
沉浸式感受下网红的秘密...我是交代了！造福我的博主生涯！！！#好物#薇婷#薇婷脱毛膏#抖音电商超级品牌日,2023-03-09 19:43:40,1分26秒,40502,124,6384,,https://www.douyin.com/share/video/7208488148366642489?
这个毛茸茸的星星发夹也太可爱了吧～哪个女孩子会不喜欢呀#这也太可爱了吧 #星星发夹 #头饰发饰,2023-03-08 13:42:42,10秒,40477,8810,15090,,https://www.douyin.com/share/video/7208046715692125480?
三支撩人无形的纳西索香水分享，喷上就是气质女神！#纳西索新香上市 #纳西索烟粉瓶 #高颜值香水推荐 #宝藏气质香 #纳西索斩男香,2023-03-10 22:29:23,1分54秒,40461,365,1837,,https://www.douyin.com/share/video/7208919120027323705?
这算抗衰成功了吗？在家花个几分钟让小脸变紧致！！#抗老 #TriPollar初普 #初普奇迹S #射频仪,2023-03-20 16:37:15,2分52秒,40458,246,1046,,https://www.douyin.com/share/video/7212531831244082490?
不爱洗头的姐妹头皮吸尘器了解一下，这个夏日清爽美女我做定了！！！#洗发水 #去屑 #征服小胶蓝,2023-03-18 12:00:17,1分19秒,40419,419,3675,,https://www.douyin.com/share/video/7211517487421099322?
超级冰爽！夏凉裤推荐~还没选到夏天裤子的姐妹 码住这集！#dfashion风格企划 #夏季穿搭 #ootd穿搭,2023-04-15 09:00:00,4分58秒,40387,1207,1154,,https://www.douyin.com/share/video/7221887206561008934?
狼系男友vs奶系男友，没关系我都会出手 #迪奥睡莲洁面,2023-03-08 18:00:42,31秒,40325,1384,3569,,https://www.douyin.com/share/video/7208080882513530170?
晚上回家妆面好看到有点舍不得卸，反向去要的粉底液#嘉利玛 #粉底液 #油皮 #持妆,2023-02-24 19:04:22,1小时57分50秒,40303,2238,3830,,https://www.douyin.com/share/video/7203649416622771516?
没想到#00后 也要开始用这玩意儿了，老国货真的没有让我失望………#痘痘黑头粉刺拜拜 #闭口粉刺 #毛孔粗大 #只要青春不要痘,2023-03-21 12:11:37,16秒,40291,3242,4985,,https://www.douyin.com/share/video/7212847341471124795?
油痘肌的姐妹看过来，承包你们任何时期的水乳，这一套就够了！,2023-04-09 17:00:25,3分20秒,40256,610,723,,https://www.douyin.com/share/video/7219624667550633273?
走降维打击的路，让别人无路可走  #护肤#抗老#欧莱雅,2023-03-07 21:24:07,1分14秒,40180,304,251,,https://www.douyin.com/share/video/7207778589360688388?
